0	0.992605
0.0006	0.996785
0.0012	0.998135
0.0018	0.997749
0.0024	1.009
0.003	1.00276
0.0036	0.999228
0.0042	0.991898
0.0048	0.999164
0.0054	0.996335
0.006	0.999293
0.0066	0.999678
0.0072	0.987847
0.0078	0.989262
0.0084	0.998843
0.009	0.995499
0.0096	0.993313
0.0102	0.991834
0.0108	0.994084
0.0114	0.989069
0.012	0.98669
0.0126	0.991127
0.0132	0.988876
0.0138	0.990226
0.0144	0.987333
0.015	0.986818
0.0156	0.985404
0.0162	0.976273
0.0168	0.992155
0.0174	0.984504
0.018	0.987204
0.0186	0.977623
0.0192	0.989326
0.0198	0.982832
0.0204	0.978717
0.021	0.978009
0.0216	0.985725
0.0222	0.98251
0.0228	0.970872
0.0234	0.968943
0.024	0.973894
0.0246	0.977431
0.0252	0.976916
0.0258	0.983089
0.0264	0.968621
0.027	0.972544
0.0276	0.970229
0.0282	0.969715
0.0288	0.966821
0.0294	0.966499
0.03	0.972801
0.0306	0.965985
0.0312	0.990741
0.0318	0.965149
0.0324	0.973508
0.033	0.955761
0.0336	0.962256
0.0342	0.955954
0.0348	0.962191
0.0354	0.972865
0.036	0.955761
0.0366	0.958655
0.0372	0.960262
0.0378	0.965985
0.0384	0.959426
0.039	0.963027
0.0396	0.956211
0.0402	0.961613
0.0408	0.956854
0.0414	0.961741
0.042	0.961677
0.0426	0.954347
0.0432	0.950424
0.0438	0.953125
0.0444	0.955633
0.045	0.951003
0.0456	0.95814
0.0462	0.949974
0.0468	0.948817
0.0474	0.957497
0.048	0.940458
0.0486	0.956662
0.0492	0.938207
0.0498	0.956533
0.0504	0.939043
0.051	0.943994
0.0516	0.946309
0.0522	0.954154
0.0528	0.942065
0.0534	0.948367
0.054	0.956083
0.0546	0.932549
0.0552	0.94528
0.0558	0.951453
0.0564	0.943737
0.057	0.943416
0.0576	0.938272
0.0582	0.949524
0.0588	0.94811
0.0594	0.946566
0.06	0.950296
0.0606	0.935185
0.0612	0.937178
0.0618	0.940779
0.0624	0.935314
0.063	0.9384
0.0636	0.93152
0.0642	0.929334
0.0648	0.948302
0.0654	0.937371
0.066	0.924254
0.0666	0.927019
0.0672	0.938272
0.0678	0.927019
0.0684	0.939493
0.069	0.938786
0.0696	0.92509
0.0702	0.924833
0.0708	0.932613
0.0714	0.937371
0.072	0.931842
0.0726	0.922904
0.0732	0.926119
0.0738	0.933835
0.0744	0.918724
0.075	0.924704
0.0756	0.918853
0.0762	0.922068
0.0768	0.932742
0.0774	0.92284
0.078	0.922325
0.0786	0.923032
0.0792	0.924318
0.0798	0.924318
0.0804	0.913773
0.081	0.924704
0.0816	0.924704
0.0822	0.92091
0.0828	0.916924
0.0834	0.9076
0.084	0.914738
0.0846	0.909594
0.0852	0.908115
0.0858	0.91448
0.0864	0.919174
0.087	0.90715
0.0876	0.907729
0.0882	0.916024
0.0888	0.912294
0.0894	0.896798
0.09	0.917181
0.0906	0.903678
0.0912	0.915766
0.0918	0.90445
0.0924	0.903935
0.093	0.90625
0.0936	0.914995
0.0942	0.90535
0.0948	0.902456
0.0954	0.89847
0.096	0.904514
0.0966	0.903356
0.0972	0.906379
0.0978	0.905928
0.0984	0.904964
0.099	0.898341
0.0996	0.894354
0.1002	0.895705
0.1008	0.894612
0.1014	0.900913
0.102	0.897377
0.1026	0.893519
0.1032	0.898148
0.1038	0.895512
0.1044	0.900206
0.105	0.897505
0.1056	0.897505
0.1062	0.891847
0.1068	0.896541
0.1074	0.903099
0.108	0.893068
0.1086	0.895962
0.1092	0.897248
0.1098	0.892811
0.1104	0.901363
0.111	0.887667
0.1116	0.88921
0.1122	0.881366
0.1128	0.889725
0.1134	0.887153
0.114	0.887024
0.1146	0.879758
0.1152	0.889403
0.1158	0.891139
0.1164	0.877894
0.117	0.880015
0.1176	0.879694
0.1182	0.885867
0.1188	0.877572
0.1194	0.888117
0.12	0.879887
0.1206	0.888182
0.1212	0.891397
0.1218	0.876543
0.1224	0.872171
0.123	0.870628
0.1236	0.881623
0.1242	0.883166
0.1248	0.871914
0.1254	0.87082
0.126	0.879051
0.1266	0.869985
0.1272	0.87455
0.1278	0.877894
0.1284	0.877572
0.129	0.855581
0.1296	0.869792
0.1302	0.883616
0.1308	0.873457
0.1314	0.861883
0.132	0.866962
0.1326	0.864776
0.1332	0.866319
0.1338	0.872106
0.1344	0.856289
0.135	0.861433
0.1356	0.865741
0.1362	0.874486
0.1368	0.866255
0.1374	0.866448
0.138	0.861818
0.1386	0.852688
0.1392	0.862269
0.1398	0.86169
0.1404	0.868699
0.141	0.850566
0.1416	0.859053
0.1422	0.857189
0.1428	0.853974
0.1434	0.845808
0.144	0.867927
0.1446	0.862847
0.1452	0.849923
0.1458	0.856803
0.1464	0.864133
0.147	0.84883
0.1476	0.846836
0.1482	0.853652
0.1488	0.859697
0.1494	0.840985
0.15	0.863619
0.1506	0.84465
0.1512	0.858089
0.1518	0.852816
0.1524	0.844072
0.153	0.83732
0.1536	0.843236
0.1542	0.846258
0.1548	0.848958
0.1554	0.840728
0.156	0.850373
0.1566	0.840278
0.1572	0.846515
0.1578	0.848315
0.1584	0.837834
0.159	0.850116
0.1596	0.839828
0.1602	0.835841
0.1608	0.844264
0.1614	0.836163
0.162	0.839313
0.1626	0.839378
0.1632	0.836548
0.1638	0.825103
0.1644	0.833205
0.165	0.826582
0.1656	0.822531
0.1662	0.834877
0.1668	0.833205
0.1674	0.828382
0.168	0.830954
0.1686	0.834555
0.1692	0.832626
0.1698	0.83822
0.1704	0.830376
0.171	0.833333
0.1716	0.834362
0.1722	0.835198
0.1728	0.824846
0.1734	0.828511
0.174	0.829668
0.1746	0.838284
0.1752	0.815458
0.1758	0.833398
0.1764	0.821952
0.177	0.81938
0.1776	0.821373
0.1782	0.819766
0.1788	0.822531
0.1794	0.823174
0.18	0.822981
0.1806	0.815201
0.1812	0.817901
0.1818	0.821502
0.1824	0.826453
0.183	0.824974
0.1836	0.810764
0.1842	0.821502
0.1848	0.814236
0.1854	0.805877
0.186	0.810892
0.1866	0.810828
0.1872	0.813014
0.1878	0.818544
0.1884	0.821888
0.189	0.818544
0.1896	0.810442
0.1902	0.809349
0.1908	0.813079
0.1914	0.822467
0.192	0.822852
0.1926	0.808899
0.1932	0.812178
0.1938	0.808063
0.1944	0.805748
0.195	0.809799
0.1956	0.809221
0.1962	0.792953
0.1968	0.807356
0.1974	0.794689
0.198	0.80009
0.1986	0.79874
0.1992	0.798418
0.1998	0.81385
0.2004	0.796682
